candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
GLD + XLU + TLT,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLU + SHY,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLU + XLV,defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLP + XLE,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLP + IEF,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLP + TLT,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLP + SHY,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLP + XLV,defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLE + IEF,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLE + TLT,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLE + SHY,bond|commodity_energy|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + XLE + XLV,commodity_energy|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + IEF + TLT,bond|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + IEF + SHY,bond|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + IEF + XLV,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + TLT + SHY,bond|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + TLT + XLV,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
GLD + SHY + XLV,bond|defensive|gold,FAIL,FAIL: 예산 부족 - GLD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + DBC,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + XLU,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + XLP,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + XLE,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + IEF,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + TLT,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + SHY,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + USO + XLV,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + XLU,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + XLP,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + XLE,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + IEF,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + TLT,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + SHY,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC + XLV,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU + XLP,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU + XLE,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU + IEF,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU + TLT,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU + SHY,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU + XLV,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP + XLE,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP + IEF,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP + TLT,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP + SHY,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP + XLV,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLE + IEF,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLE + TLT,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLE + SHY,bond|commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLE + XLV,commodity_energy|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + IEF + TLT,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + IEF + SHY,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + IEF + XLV,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + TLT + SHY,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + TLT + XLV,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + SHY + XLV,bond|crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,18.181818,2000000.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
USO + DBC + XLU,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1880496.6194,119503.3806,"{""USO"": 4, ""DBC"": 16, ""XLU"": 9}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""DBC"": 4.9747, ""XLU"": 4.7206, ""__CASH__"": 0.9193}"
USO + DBC + XLP,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1894496.946465,105503.053535,"{""USO"": 4, ""DBC"": 16, ""XLP"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""DBC"": 4.9747, ""XLP"": 4.8282, ""__CASH__"": 0.8116}"
USO + DBC + IEF,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1831759.0573,168240.9427,"{""USO"": 4, ""DBC"": 16, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""DBC"": 4.9747, ""IEF"": 4.3456, ""__CASH__"": 1.2942}"
USO + DBC + TLT,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1913242.147449,86757.852551,"{""USO"": 4, ""DBC"": 16, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""DBC"": 4.9747, ""TLT"": 4.9724, ""__CASH__"": 0.6674}"
USO + DBC + SHY,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1872529.8969,127470.1031,"{""USO"": 4, ""DBC"": 16, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""DBC"": 4.9747, ""SHY"": 4.6593, ""__CASH__"": 0.9805}"
USO + DBC + XLV,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1715392.244115,284607.755885,"{""USO"": 4, ""DBC"": 16, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""DBC"": 4.9747, ""XLV"": 3.4505, ""__CASH__"": 2.1893}"
USO + XLU + XLP,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1861458.517099,138541.482901,"{""USO"": 4, ""XLU"": 9, ""XLP"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLU"": 4.7206, ""XLP"": 4.8282, ""__CASH__"": 1.0657}"
USO + XLU + XLE,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1885182.899875,114817.100125,"{""USO"": 4, ""XLU"": 9, ""XLE"": 8}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLU"": 4.7206, ""XLE"": 5.0107, ""__CASH__"": 0.8832}"
USO + XLU + IEF,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1798720.627935,201279.372065,"{""USO"": 4, ""XLU"": 9, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLU"": 4.7206, ""IEF"": 4.3456, ""__CASH__"": 1.5483}"
USO + XLU + TLT,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1880203.718083,119796.281917,"{""USO"": 4, ""XLU"": 9, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLU"": 4.7206, ""TLT"": 4.9724, ""__CASH__"": 0.9215}"
USO + XLU + SHY,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1839491.467534,160508.532466,"{""USO"": 4, ""XLU"": 9, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLU"": 4.7206, ""SHY"": 4.6593, ""__CASH__"": 1.2347}"
USO + XLU + XLV,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1682353.81475,317646.18525,"{""USO"": 4, ""XLU"": 9, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLU"": 4.7206, ""XLV"": 3.4505, ""__CASH__"": 2.4434}"
USO + XLP + XLE,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1899183.22694,100816.77306,"{""USO"": 4, ""XLP"": 5, ""XLE"": 8}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLP"": 4.8282, ""XLE"": 5.0107, ""__CASH__"": 0.7755}"
USO + XLP + IEF,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1812720.955,187279.045,"{""USO"": 4, ""XLP"": 5, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLP"": 4.8282, ""IEF"": 4.3456, ""__CASH__"": 1.4406}"
USO + XLP + TLT,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1894204.045148,105795.954852,"{""USO"": 4, ""XLP"": 5, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLP"": 4.8282, ""TLT"": 4.9724, ""__CASH__"": 0.8138}"
USO + XLP + SHY,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1853491.794599,146508.205401,"{""USO"": 4, ""XLP"": 5, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLP"": 4.8282, ""SHY"": 4.6593, ""__CASH__"": 1.127}"
USO + XLP + XLV,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1696354.141815,303645.858185,"{""USO"": 4, ""XLP"": 5, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLP"": 4.8282, ""XLV"": 3.4505, ""__CASH__"": 2.3357}"
USO + XLE + IEF,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1836445.337776,163554.662224,"{""USO"": 4, ""XLE"": 8, ""IEF"": 4}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLE"": 5.0107, ""IEF"": 4.3456, ""__CASH__"": 1.2581}"
USO + XLE + TLT,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1917928.427924,82071.572076,"{""USO"": 4, ""XLE"": 8, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLE"": 5.0107, ""TLT"": 4.9724, ""__CASH__"": 0.6313}"
USO + XLE + SHY,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1877216.177375,122783.822625,"{""USO"": 4, ""XLE"": 8, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLE"": 5.0107, ""SHY"": 4.6593, ""__CASH__"": 0.9445}"
USO + XLE + XLV,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1720078.524591,279921.475409,"{""USO"": 4, ""XLE"": 8, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""XLE"": 5.0107, ""XLV"": 3.4505, ""__CASH__"": 2.1532}"
USO + IEF + TLT,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1831466.155984,168533.844016,"{""USO"": 4, ""IEF"": 4, ""TLT"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""IEF"": 4.3456, ""TLT"": 4.9724, ""__CASH__"": 1.2964}"
USO + IEF + SHY,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1790753.905435,209246.094565,"{""USO"": 4, ""IEF"": 4, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""IEF"": 4.3456, ""SHY"": 4.6593, ""__CASH__"": 1.6096}"
USO + IEF + XLV,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1633616.252651,366383.747349,"{""USO"": 4, ""IEF"": 4, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""IEF"": 4.3456, ""XLV"": 3.4505, ""__CASH__"": 2.8183}"
USO + TLT + SHY,bond|commodity_energy,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1872236.995583,127763.004417,"{""USO"": 4, ""TLT"": 5, ""SHY"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""TLT"": 4.9724, ""SHY"": 4.6593, ""__CASH__"": 0.9828}"
USO + TLT + XLV,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1715099.342799,284900.657201,"{""USO"": 4, ""TLT"": 5, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""TLT"": 4.9724, ""XLV"": 3.4505, ""__CASH__"": 2.1915}"
USO + SHY + XLV,bond|commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1674387.09225,325612.90775,"{""USO"": 4, ""SHY"": 5, ""XLV"": 2}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""USO"": 4.7701, ""SHY"": 4.6593, ""XLV"": 3.4505, ""__CASH__"": 2.5047}"
DBC + XLU + XLP,commodity_energy|defensive,FAIL,FAIL: 단일 자산 최대 20.0% 초과 - NVDA=38.4615%,18.181818,2000000.0,1888053.285915,111946.714085,"{""DBC"": 16, ""XLU"": 9, ""XLP"": 5}",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""AAPL"": 15.3846, ""MSFT"": 15.3846, ""NVDA"": 38.4615, ""005930.KS"": 15.3846, ""DBC"": 4.9747, ""XLU"": 4.7206, ""XLP"": 4.8282, ""__CASH__"": 0.8611}"
