candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
IAU + BTC-USD + DBC + XLV,commodity_energy|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.17076,-0.190808,-0.159954,-0.025448,-0.021985,0.373135,0.324585,1.673272,1.725138,-0.000273,0.000177,0.162454,0.452375,0.760965,0.708972,16.73009,16.169866,13.607763,0.00045,-0.289921,0.051994,0.051994,0.051865,3.099644,33038140663.32702,0.556859,0.730556,0.538545,0.45965,0.525881,0.0,0.547274,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""DBC"": 7.5, ""XLV"": 7.5}"
IAU + BTC-USD + XLU + XLP,crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.168989,-0.190808,-0.1703,-0.025448,-0.021479,0.373135,0.327327,1.673272,1.759442,-0.000273,0.00019,0.162454,0.451841,0.760965,0.711381,17.593676,10.747794,15.595702,0.000464,-0.289387,0.049585,0.049585,0.08617,5.149778,1652371122214.9956,0.63311,0.63908,0.546305,0.448291,0.581088,0.137726,0.56849,"MDD 개선, CVaR 개선, Sharpe 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLU"": 7.5, ""XLP"": 7.5}"
IAU + BTC-USD + XLU + XLE,commodity_energy|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.173043,-0.190808,-0.165984,-0.025448,-0.022198,0.373135,0.338061,1.673272,1.780262,-0.000273,0.0002,0.162454,0.439356,0.760965,0.728149,15.61715,13.009637,12.770486,0.000473,-0.276902,0.032816,0.032816,0.10699,6.394063,1652371122214.9956,0.524744,0.677239,0.551502,0.369209,0.614595,0.137726,0.534675,"MDD 개선, Sharpe 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLU"": 7.5, ""XLE"": 7.5}"
IAU + BTC-USD + XLU + IEF,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.166184,-0.190808,-0.166561,-0.025448,-0.020924,0.373135,0.318389,1.673272,1.735356,-0.000273,0.00028,0.162454,0.444599,0.760965,0.685465,18.961603,12.707334,17.776105,0.000554,-0.282145,0.075501,0.075501,0.062084,3.710336,1255579678910.7893,0.716743,0.672139,0.597234,0.570512,0.542326,0.103979,0.621217,"CVaR 개선, MDD 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLU"": 7.5, ""IEF"": 7.5}"
IAU + BTC-USD + XLU + TLT,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.166339,-0.190808,-0.171042,-0.025448,-0.020893,0.373135,0.316097,1.673272,1.71996,-0.000273,0.000243,0.162454,0.447937,0.760965,0.685799,18.885892,10.358805,17.899793,0.000516,-0.285484,0.075167,0.075167,0.046688,2.790215,1652371122214.9956,0.721487,0.632517,0.575795,0.568937,0.517548,0.137726,0.609718,"CVaR 개선, MDD 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLU"": 7.5, ""TLT"": 7.5}"
IAU + BTC-USD + XLU + SHY,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.166206,-0.190808,-0.162017,-0.025448,-0.02096,0.373135,0.319657,1.673272,1.742756,-0.000273,0.000288,0.162454,0.444329,0.760965,0.686051,18.950872,15.088606,17.633796,0.000561,-0.281876,0.074914,0.074914,0.069484,4.152558,534241832039.15826,0.711285,0.712314,0.601327,0.567746,0.554234,0.042628,0.626007,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLU"": 7.5, ""SHY"": 7.5}"
IAU + BTC-USD + XLU + XLV,crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.170003,-0.190808,-0.168713,-0.025448,-0.021649,0.373135,0.326315,1.673272,1.742997,-0.000273,0.00033,0.162454,0.472332,0.760965,0.720262,17.099354,11.5798,14.929138,0.000604,-0.309878,0.040703,0.040703,0.069724,4.166946,1652371122214.9956,0.607543,0.653117,0.625472,0.406405,0.554622,0.137726,0.571347,"MDD 개선, Stress 방어, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLU"": 7.5, ""XLV"": 7.5}"
IAU + BTC-USD + XLP + XLE,commodity_energy|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.172671,-0.190808,-0.159323,-0.025448,-0.022201,0.373135,0.333631,1.673272,1.758441,-0.000273,0.000143,0.162454,0.442552,0.760965,0.727123,15.798519,16.500564,12.75964,0.000416,-0.280098,0.033843,0.033843,0.085168,5.089936,2019363794163.3853,0.524327,0.736135,0.519588,0.374049,0.579477,0.168939,0.538459,"MDD 개선, Sharpe 개선, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLP"": 7.5, ""XLE"": 7.5}"
IAU + BTC-USD + XLP + IEF,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.165828,-0.190808,-0.160191,-0.025448,-0.020931,0.373135,0.314016,1.673272,1.712716,-0.000273,0.000224,0.162454,0.448771,0.760965,0.684438,19.135268,16.045696,17.749955,0.000497,-0.286317,0.076527,0.076527,0.039444,2.357299,1255579678910.7893,0.71574,0.728461,0.56532,0.575352,0.505891,0.103979,0.622588,"MDD 개선, CVaR 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLP"": 7.5, ""IEF"": 7.5}"
IAU + BTC-USD + XLP + TLT,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.165923,-0.190808,-0.166395,-0.025448,-0.020885,0.373135,0.311745,1.673272,1.698046,-0.000273,0.000186,0.162454,0.452456,0.760965,0.684772,19.088759,12.794477,17.930226,0.000459,-0.290002,0.076193,0.076193,0.024773,1.480529,2019363794163.3853,0.722655,0.67361,0.543881,0.573777,0.48228,0.168939,0.61048,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLP"": 7.5, ""TLT"": 7.5}"
IAU + BTC-USD + XLP + SHY,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.165902,-0.190808,-0.155299,-0.025448,-0.020978,0.373135,0.315269,1.673272,1.719503,-0.000273,0.000231,0.162454,0.448311,0.760965,0.685025,19.09922,18.609761,17.563065,0.000504,-0.285857,0.075941,0.075941,0.046231,2.762911,534241832039.15826,0.708572,0.771719,0.569413,0.572586,0.516813,0.042628,0.627298,"MDD 개선, CVaR 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLP"": 7.5, ""SHY"": 7.5}"
IAU + BTC-USD + XLP + XLV,crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.169686,-0.190808,-0.161401,-0.025448,-0.021651,0.373135,0.321909,1.673272,1.720295,-0.000273,0.000274,0.162454,0.476188,0.760965,0.719236,17.254121,15.411764,14.920261,0.000547,-0.313735,0.04173,0.04173,0.047023,2.810221,2019363794163.3853,0.607202,0.717766,0.593558,0.411245,0.518087,0.168939,0.576166,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLP"": 7.5, ""XLV"": 7.5}"
IAU + BTC-USD + XLE + IEF,bond|commodity_energy|crypto|gold,PASS,PASS,30.0,,,,,4,0.205068,0.169903,-0.190808,-0.156292,-0.025448,-0.021677,0.373135,0.324656,1.673272,1.734256,-0.000273,0.000233,0.162454,0.436076,0.760965,0.701207,17.147984,18.089376,14.816024,0.000506,-0.273623,0.059758,0.059758,0.060984,3.644585,1255579678910.7893,0.603204,0.762939,0.570516,0.49627,0.540555,0.103979,0.586694,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLE"": 7.5, ""IEF"": 7.5}"
IAU + BTC-USD + XLE + TLT,bond|commodity_energy|crypto|gold,PASS,PASS,30.0,,,,,4,0.205068,0.169865,-0.190808,-0.159627,-0.025448,-0.021607,0.373135,0.322396,1.673272,1.721338,-0.000273,0.000195,0.162454,0.439636,0.760965,0.701541,17.166431,16.341525,15.094484,0.000469,-0.277182,0.059424,0.059424,0.048066,2.872553,2019363794163.3853,0.613885,0.733452,0.549078,0.494695,0.519766,0.168939,0.581258,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLE"": 7.5, ""TLT"": 7.5}"
IAU + BTC-USD + XLE + SHY,bond|commodity_energy|crypto|gold,PASS,PASS,30.0,,,,,4,0.205068,0.17008,-0.190808,-0.15264,-0.025448,-0.021725,0.373135,0.325895,1.673272,1.739738,-0.000273,0.00024,0.162454,0.435666,0.760965,0.701793,17.061719,20.003225,14.627154,0.000514,-0.273212,0.059172,0.059172,0.066465,3.972179,534241832039.15826,0.595959,0.795228,0.574609,0.493504,0.549377,0.042628,0.588973,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLE"": 7.5, ""SHY"": 7.5}"
IAU + BTC-USD + XLE + XLV,commodity_energy|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.173743,-0.190808,-0.157781,-0.025448,-0.02237,0.373135,0.332596,1.673272,1.741633,-0.000273,0.000283,0.162454,0.463124,0.760965,0.736004,15.275822,17.308939,12.093852,0.000556,-0.30067,0.024961,0.024961,0.06836,4.08543,2019363794163.3853,0.49879,0.749773,0.598754,0.332163,0.552427,0.168939,0.541188,"MDD 개선, Stress 방어, Sharpe 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""XLE"": 7.5, ""XLV"": 7.5}"
IAU + BTC-USD + IEF + TLT,bond|crypto|gold,PASS,PASS,30.0,,,,,4,0.205068,0.163727,-0.190808,-0.170441,-0.025448,-0.020495,0.373135,0.302771,1.673272,1.666013,-0.000273,0.000276,0.162454,0.444288,0.760965,0.658856,20.159959,10.673763,19.461128,0.000549,-0.281835,0.102109,0.102109,-0.007259,-0.433831,1255579678910.7893,0.781375,0.637831,0.59481,0.695998,0.430729,0.103979,0.637881,"CVaR 개선, 노출(beta/corr) 감소, MDD 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""IEF"": 7.5, ""TLT"": 7.5}"
IAU + BTC-USD + IEF + SHY,bond|crypto|gold,PASS,PASS,30.0,,,,,4,0.205068,0.163439,-0.190808,-0.155363,-0.025448,-0.020554,0.373135,0.306327,1.673272,1.690706,-0.000273,0.000321,0.162454,0.440497,0.760965,0.659109,20.300258,18.576225,19.231015,0.000594,-0.278044,0.101856,0.101856,0.017433,1.041873,534241832039.15826,0.772549,0.771153,0.620341,0.694807,0.470468,0.042628,0.66735,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""IEF"": 7.5, ""SHY"": 7.5}"
IAU + BTC-USD + IEF + XLV,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.166898,-0.190808,-0.158451,-0.025448,-0.021094,0.373135,0.313006,1.673272,1.695684,-0.000273,0.000364,0.162454,0.468919,0.760965,0.69332,18.613496,16.957919,17.109665,0.000637,-0.306465,0.067645,0.067645,0.022411,1.339367,1255579678910.7893,0.691181,0.743851,0.644486,0.533466,0.478479,0.103979,0.625974,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""IEF"": 7.5, ""XLV"": 7.5}"
IAU + BTC-USD + TLT + SHY,bond|crypto|gold,PASS,PASS,30.0,,,,,4,0.205068,0.163522,-0.190808,-0.163182,-0.025448,-0.020496,0.373135,0.304072,1.673272,1.67606,-0.000273,0.000283,0.162454,0.444107,0.760965,0.659443,20.259871,14.478511,19.456469,0.000557,-0.281654,0.101523,0.101523,0.002788,0.166596,534241832039.15826,0.781197,0.702021,0.598903,0.693232,0.446898,0.042628,0.649748,"CVaR 개선, MDD 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""TLT"": 7.5, ""SHY"": 7.5}"
IAU + BTC-USD + TLT + XLV,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.167001,-0.190808,-0.165256,-0.025448,-0.021043,0.373135,0.310735,1.673272,1.68104,-0.000273,0.000326,0.162454,0.472423,0.760965,0.693654,18.563309,13.391174,17.310561,0.000599,-0.309969,0.067312,0.067312,0.007768,0.464229,2019363794163.3853,0.698886,0.683676,0.623048,0.531891,0.454913,0.168939,0.613082,"CVaR 개선, MDD 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""TLT"": 7.5, ""XLV"": 7.5}"
IAU + BTC-USD + SHY + XLV,bond|crypto|defensive|gold,PASS,PASS,30.0,,,,,4,0.205068,0.166968,-0.190808,-0.15369,-0.025448,-0.021145,0.373135,0.314259,1.673272,1.702476,-0.000273,0.000371,0.162454,0.468491,0.760965,0.693906,18.579461,19.45315,16.908773,0.000644,-0.306037,0.067059,0.067059,0.029204,1.745295,534241832039.15826,0.683475,0.785948,0.648579,0.5307,0.48941,0.042628,0.630264,"MDD 개선, CVaR 개선, Stress 방어","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""BTC-USD"": 7.5, ""SHY"": 7.5, ""XLV"": 7.5}"
IAU + USO + DBC + XLU,commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.164927,-0.190808,-0.153693,-0.025448,-0.021421,0.373135,0.342664,1.673272,1.895769,-0.000273,-0.000518,0.162454,0.290475,0.760965,0.659436,19.574421,19.451231,15.822387,-0.000245,-0.128022,0.10153,0.10153,0.222497,13.297103,33038140663.32702,0.641805,0.785915,0.145347,0.693265,0.800485,0.0,0.560259,"Sharpe 개선, MDD 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""DBC"": 7.5, ""XLU"": 7.5}"
IAU + USO + DBC + XLP,commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.164649,-0.190808,-0.146121,-0.025448,-0.021402,0.373135,0.338195,1.673272,1.871831,-0.000273,-0.000575,0.162454,0.292183,0.760965,0.658409,19.710349,23.419797,15.898327,-0.000302,-0.129729,0.102556,0.102556,0.198559,11.866503,33038140663.32702,0.644718,0.852869,0.113433,0.698106,0.76196,0.0,0.564918,"MDD 개선, Sharpe 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""DBC"": 7.5, ""XLP"": 7.5}"
IAU + USO + DBC + IEF,bond|commodity_energy|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.162152,-0.190808,-0.143242,-0.025448,-0.020972,0.373135,0.329101,1.673272,1.844567,-0.000273,-0.000485,0.162454,0.284514,0.760965,0.632494,20.927637,24.928738,17.588996,-0.000211,-0.122061,0.128472,0.128472,0.171294,10.237082,33038140663.32702,0.709566,0.878326,0.164362,0.820326,0.718082,0.0,0.610727,"MDD 개선, 노출(beta/corr) 감소, Sharpe 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""DBC"": 7.5, ""IEF"": 7.5}"
IAU + USO + DBC + TLT,bond|commodity_energy|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.161949,-0.190808,-0.146503,-0.025448,-0.020898,0.373135,0.326869,1.673272,1.833103,-0.000273,-0.000523,0.162454,0.288905,0.760965,0.632828,21.027002,23.219447,17.879976,-0.000249,-0.126452,0.128138,0.128138,0.15983,9.55196,33038140663.32702,0.720727,0.849489,0.142923,0.818751,0.699633,0.0,0.602575,"MDD 개선, 노출(beta/corr) 감소, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""DBC"": 7.5, ""TLT"": 7.5}"
IAU + USO + DBC + SHY,bond|commodity_energy|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.162423,-0.190808,-0.139703,-0.025448,-0.021033,0.373135,0.330326,1.673272,1.849034,-0.000273,-0.000477,0.162454,0.284444,0.760965,0.63308,20.795702,26.783232,17.349541,-0.000204,-0.12199,0.127885,0.127885,0.175762,10.504095,33038140663.32702,0.700382,0.909613,0.168455,0.817561,0.725273,0.0,0.61503,"MDD 개선, 노출(beta/corr) 감소, Sharpe 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""DBC"": 7.5, ""SHY"": 7.5}"
IAU + USO + DBC + XLV,commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.165507,-0.190808,-0.145195,-0.025448,-0.021561,0.373135,0.337214,1.673272,1.856198,-0.000273,-0.000435,0.162454,0.315222,0.760965,0.667291,19.291757,23.905113,15.272534,-0.000162,-0.152768,0.093674,0.093674,0.182926,10.93222,33038140663.32702,0.620714,0.861056,0.1926,0.656219,0.736801,0.0,0.567283,"MDD 개선, Sharpe 개선, 노출(beta/corr) 감소","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""DBC"": 7.5, ""XLV"": 7.5}"
IAU + USO + XLU + XLP,commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.161898,-0.190808,-0.156481,-0.025448,-0.02092,0.373135,0.340371,1.673272,1.917071,-0.000273,-0.000421,0.162454,0.313788,0.760965,0.6697,21.05153,17.989953,17.793206,-0.000148,-0.151335,0.091266,0.091266,0.243799,14.570184,1652371122214.9956,0.717399,0.761262,0.20036,0.64486,0.834767,0.137726,0.598263,"Sharpe 개선, MDD 개선, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""XLU"": 7.5, ""XLP"": 7.5}"
IAU + USO + XLU + XLE,commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.167683,-0.190808,-0.151281,-0.025448,-0.021768,0.373135,0.350858,1.673272,1.913476,-0.000273,-0.000412,0.162454,0.301525,0.760965,0.686468,18.230544,20.715272,14.459843,-0.000139,-0.139072,0.074497,0.074497,0.240204,14.355331,1652371122214.9956,0.589542,0.807241,0.205557,0.565778,0.828981,0.137726,0.555261,"Sharpe 개선, MDD 개선, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""XLU"": 7.5, ""XLE"": 7.5}"
IAU + USO + XLU + IEF,bond|commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.159092,-0.190808,-0.152708,-0.025448,-0.020432,0.373135,0.331319,1.673272,1.893991,-0.000273,-0.000331,0.162454,0.306111,0.760965,0.643784,22.420033,19.967452,19.708553,-5.8e-05,-0.143658,0.117181,0.117181,0.220719,13.190849,1255579678910.7893,0.790866,0.794624,0.251289,0.76708,0.797623,0.103979,0.647655,"Sharpe 개선, MDD 개선, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""XLU"": 7.5, ""IEF"": 7.5}"
IAU + USO + XLU + TLT,bond|commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.159062,-0.190808,-0.155244,-0.025448,-0.020368,0.373135,0.329045,1.673272,1.880055,-0.000273,-0.000369,0.162454,0.310357,0.760965,0.644118,22.43465,18.638471,19.96253,-9.6e-05,-0.147903,0.116847,0.116847,0.206783,12.357971,1652371122214.9956,0.800608,0.772203,0.22985,0.765505,0.775195,0.137726,0.64158,"CVaR 개선, Sharpe 개선, MDD 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""XLU"": 7.5, ""TLT"": 7.5}"
IAU + USO + XLU + SHY,bond|commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.159239,-0.190808,-0.148095,-0.025448,-0.020482,0.373135,0.332573,1.673272,1.900116,-0.000273,-0.000324,0.162454,0.306132,0.760965,0.64437,22.348275,22.385097,19.512262,-5.1e-05,-0.143679,0.116595,0.116595,0.226844,13.556906,534241832039.15826,0.783337,0.835412,0.255382,0.764315,0.807481,0.042628,0.651638,"MDD 개선, Sharpe 개선, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""XLU"": 7.5, ""SHY"": 7.5}"
IAU + USO + XLU + XLV,commodity_energy|defensive|gold,FAIL,FAIL: Stress 개선 미달,30.0,,,,,4,0.205068,0.162737,-0.190808,-0.154867,-0.025448,-0.02105,0.373135,0.339396,1.673272,1.901202,-0.000273,-0.000281,0.162454,0.338508,0.760965,0.678581,20.642546,18.836238,17.282851,-8e-06,-0.176054,0.082384,0.082384,0.227929,13.621767,1652371122214.9956,0.697824,0.77554,0.279527,0.602974,0.809227,0.137726,0.603358,"Sharpe 개선, MDD 개선, CVaR 개선","{""MSFT"": 13.7697, ""NVDA"": 13.7697, ""AVGO"": 7.0441, ""XOM"": 7.8771, ""011200.KS"": 13.7697, ""207940.KS"": 13.7697, ""IAU"": 7.5, ""USO"": 7.5, ""XLU"": 7.5, ""XLV"": 7.5}"
