ticker,asset_class,currency,factor,factor_label,direction,magnitude,sensitivity_level,raw_value,value_basis,sign_positive_meaning,sign_negative_meaning,structural_tags,evidence_metrics
NVDA,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.230142,low,-0.230142,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.230142
NVDA,us_stock,USD,stress_response,Stress-period average return,positive,0.000537,low,0.000537,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.000537
PFE,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.498063,medium,0.498063,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.498063
PFE,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.518839,medium,0.518839,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.518839
PFE,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.434155,medium,0.434155,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.434155
PFE,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.257227,low,-0.257227,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.257227
PFE,us_stock,USD,stress_response,Stress-period average return,neutral,0.000174,low,0.000174,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=0.000174
PG,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.436426,medium,0.436426,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.436426
PG,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.467441,medium,0.467441,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.467441
PG,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.188112,low,0.188112,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.188112
PG,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.343908,medium,-0.343908,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.343908
PG,us_stock,USD,stress_response,Stress-period average return,negative,0.001922,medium,-0.001922,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.001922
PPA,etf,USD,market_beta_sp500,S&P500 beta,positive,0.84401,medium,0.84401,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.84401
PPA,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.830992,medium,0.830992,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.830992
PPA,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.726118,high,0.726118,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.726118
PPA,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.184201,low,-0.184201,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=-0.184201
PPA,etf,USD,stress_response,Stress-period average return,positive,0.000589,low,0.000589,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=0.000589
QQQ,etf,USD,market_beta_sp500,S&P500 beta,positive,1.203958,high,1.203958,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.203958
QQQ,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,1.191276,high,1.191276,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.191276
QQQ,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.954873,high,0.954873,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.954873
QQQ,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.458101,medium,-0.458101,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.458101
QQQ,etf,USD,stress_response,Stress-period average return,neutral,0.000471,low,0.000471,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.000471
SHY,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.202908,low,0.202908,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.202908
SHY,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.191819,low,0.191819,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.191819
SHY,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.688757,high,0.688757,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.688757
SHY,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.59696,medium,-0.59696,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.59696
SHY,bond_etf,USD,stress_response,Stress-period average return,neutral,0.000232,low,0.000232,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=0.000232
SOL-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.632155,high,1.632155,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.632155
SOL-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,1.351387,high,1.351387,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.351387
SOL-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.594147,medium,0.594147,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.594147
SOL-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.199078,low,-0.199078,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.199078
SOL-USD,crypto,USD,stress_response,Stress-period average return,positive,0.013669,high,0.013669,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.013669
SPY,etf,USD,market_beta_sp500,S&P500 beta,positive,1.0,high,1.0,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.0
SPY,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,1.0,high,1.0,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.0
SPY,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,1.0,high,1.0,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=1.0
SPY,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.479111,medium,-0.479111,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.479111
SPY,etf,USD,stress_response,Stress-period average return,positive,0.00059,low,0.00059,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.00059
TIP,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.238353,low,0.238353,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|inflation_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.238353
TIP,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.21661,low,0.21661,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|inflation_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.21661
TIP,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.686735,high,0.686735,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|inflation_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.686735
TIP,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.556895,medium,-0.556895,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|inflation_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.556895
TIP,bond_etf,USD,stress_response,Stress-period average return,neutral,0.000452,low,-0.000452,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|inflation_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.000452
TLT,bond_etf,USD,market_beta_sp500,S&P500 beta,positive,0.200415,low,0.200415,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,beta_sp500_1y_krw=0.200415
TLT,bond_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.115228,low,0.115228,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|rate_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.115228
TLT,bond_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.585448,medium,0.585448,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_sp500_60d_krw=0.585448
TLT,bond_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.539254,medium,-0.539254,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|rate_proxy|usd_exposure,corr_kospi200_60d_krw=-0.539254
TLT,bond_etf,USD,stress_response,Stress-period average return,negative,0.000621,low,-0.000621,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|rate_proxy|usd_exposure,avg_stress_ret_krw=-0.000621
TSLA,us_stock,USD,market_beta_sp500,S&P500 beta,positive,1.802684,high,1.802684,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.802684
TSLA,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,1.780829,high,1.780829,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.780829
TSLA,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.58866,medium,0.58866,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.58866
TSLA,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.248136,low,-0.248136,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.248136
TSLA,us_stock,USD,stress_response,Stress-period average return,negative,0.002338,medium,-0.002338,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.002338
UNH,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.569733,medium,0.569733,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.569733
UNH,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.528131,medium,0.528131,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.528131
UNH,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.208169,low,0.208169,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.208169
UNH,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.206191,low,-0.206191,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.206191
UNH,us_stock,USD,stress_response,Stress-period average return,negative,0.002529,medium,-0.002529,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.002529
USO,commodity_etf,USD,market_beta_sp500,S&P500 beta,positive,0.515375,medium,0.515375,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,beta_sp500_1y_krw=0.515375
USO,commodity_etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.872925,medium,0.872925,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|inflation_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.872925
USO,commodity_etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.144387,low,0.144387,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_sp500_60d_krw=0.144387
USO,commodity_etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.064178,low,0.064178,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|inflation_proxy|usd_exposure,corr_kospi200_60d_krw=0.064178
USO,commodity_etf,USD,stress_response,Stress-period average return,negative,0.000878,low,-0.000878,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|inflation_proxy|usd_exposure,avg_stress_ret_krw=-0.000878
V,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.877305,medium,0.877305,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.877305
V,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.806006,medium,0.806006,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.806006
V,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.494999,medium,0.494999,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.494999
V,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.3487,medium,-0.3487,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.3487
V,us_stock,USD,stress_response,Stress-period average return,positive,0.002397,medium,0.002397,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.002397
VNQ,etf,USD,market_beta_sp500,S&P500 beta,positive,0.768171,medium,0.768171,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.768171
VNQ,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.785347,medium,0.785347,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.785347
VNQ,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.641387,high,0.641387,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.641387
VNQ,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.384146,medium,-0.384146,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.384146
VNQ,etf,USD,stress_response,Stress-period average return,neutral,0.000385,low,-0.000385,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.000385
VTI,etf,USD,market_beta_sp500,S&P500 beta,positive,1.01297,high,1.01297,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.01297
VTI,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,1.006519,high,1.006519,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=1.006519
VTI,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.997591,high,0.997591,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.997591
VTI,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.464215,medium,-0.464215,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.464215
VTI,etf,USD,stress_response,Stress-period average return,positive,0.000579,low,0.000579,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.000579
VXUS,etf,USD,market_beta_sp500,S&P500 beta,positive,0.739131,medium,0.739131,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.739131
VXUS,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.726522,medium,0.726522,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.726522
VXUS,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.838077,high,0.838077,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.838077
VXUS,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.314151,medium,-0.314151,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.314151
VXUS,etf,USD,stress_response,Stress-period average return,neutral,0.000349,low,0.000349,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.000349
XLE,etf,USD,market_beta_sp500,S&P500 beta,positive,0.772289,medium,0.772289,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,beta_sp500_1y_krw=0.772289
XLE,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.992585,medium,0.992585,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,geopolitical_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.992585
XLE,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.361676,medium,0.361676,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,geopolitical_proxy|usd_exposure,corr_sp500_60d_krw=0.361676
XLE,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.008176,low,0.008176,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,geopolitical_proxy|usd_exposure,corr_kospi200_60d_krw=0.008176
XLE,etf,USD,stress_response,Stress-period average return,negative,0.001269,low,-0.001269,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,geopolitical_proxy|usd_exposure,avg_stress_ret_krw=-0.001269
XLP,etf,USD,market_beta_sp500,S&P500 beta,positive,0.530593,medium,0.530593,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.530593
XLP,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.540135,medium,0.540135,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.540135
XLP,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.442199,medium,0.442199,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.442199
XLP,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.372735,medium,-0.372735,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.372735
XLP,etf,USD,stress_response,Stress-period average return,negative,0.000975,low,-0.000975,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.000975
XLU,etf,USD,market_beta_sp500,S&P500 beta,positive,0.548642,medium,0.548642,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.548642
XLU,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.532989,medium,0.532989,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.532989
XLU,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.484881,medium,0.484881,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.484881
XLU,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.332219,medium,-0.332219,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.332219
XLU,etf,USD,stress_response,Stress-period average return,neutral,0.000268,low,-0.000268,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=-0.000268
XLV,etf,USD,market_beta_sp500,S&P500 beta,positive,0.65115,medium,0.65115,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,beta_sp500_1y_krw=0.65115
XLV,etf,USD,downside_beta_sp500,S&P500 downside beta,positive,0.625551,medium,0.625551,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,defensive_proxy|usd_exposure,downside_beta_sp500_1y_krw=0.625551
XLV,etf,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.647828,high,0.647828,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,defensive_proxy|usd_exposure,corr_sp500_60d_krw=0.647828
XLV,etf,USD,corr_kospi200_60d,KOSPI200 60d correlation,negative,0.529975,medium,-0.529975,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,defensive_proxy|usd_exposure,corr_kospi200_60d_krw=-0.529975
XLV,etf,USD,stress_response,Stress-period average return,positive,0.000689,low,0.000689,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,defensive_proxy|usd_exposure,avg_stress_ret_krw=0.000689
XOM,us_stock,USD,market_beta_sp500,S&P500 beta,positive,0.641751,medium,0.641751,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=0.641751
XOM,us_stock,USD,downside_beta_sp500,S&P500 downside beta,positive,0.830987,medium,0.830987,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.830987
XOM,us_stock,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.266648,low,0.266648,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.266648
XOM,us_stock,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.02369,low,0.02369,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=0.02369
XOM,us_stock,USD,stress_response,Stress-period average return,negative,0.001213,low,-0.001213,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=-0.001213
XRP-USD,crypto,USD,market_beta_sp500,S&P500 beta,positive,1.173352,high,1.173352,beta_sp500_1y_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,beta_sp500_1y_krw=1.173352
XRP-USD,crypto,USD,downside_beta_sp500,S&P500 downside beta,positive,0.957208,medium,0.957208,downside_beta_sp500_1y_krw,미국 증시 하락일에 함께 하락,미국 증시 하락일에 반대로 움직임,usd_exposure,downside_beta_sp500_1y_krw=0.957208
XRP-USD,crypto,USD,corr_sp500_60d,S&P500 60d correlation,positive,0.536198,medium,0.536198,corr_sp500_60d_krw,SPY와 같은 방향,SPY와 반대 방향,usd_exposure,corr_sp500_60d_krw=0.536198
XRP-USD,crypto,USD,corr_kospi200_60d,KOSPI200 60d correlation,neutral,0.055524,low,-0.055524,corr_kospi200_60d_krw,KOSPI200과 같은 방향,KOSPI200과 반대 방향,usd_exposure,corr_kospi200_60d_krw=-0.055524
XRP-USD,crypto,USD,stress_response,Stress-period average return,positive,0.006641,high,0.006641,avg_stress_ret_krw,위기구간에서 플러스 성과,위기구간에서 마이너스 성과,usd_exposure,avg_stress_ret_krw=0.006641
